USA,Abbeville LA,,710036,ANN,,,,,,,,,,,,,,,,,,,,BarLongDistance
USA,Abbeville LA,,710037,ANN,,,,,,,,,,,,,,,,,,,,BarN11Calls
USA,Abbeville LA,,710038,ANN,,,,,,,,,,,,,,,,,,,,BarNational
USA,Abbeville LA,,710039,ANN,,,,,,,,,,,,,,,,,,,,BarOutbound
USA,Abbeville LA,,710040,ANN,,,,,,,,,,,,,,,,,,,,BarPremium
USA,Abbeville LA,,710041,ANN,,,,,,,,,,,,,,,,,,,,BarPremiumService
USA,Abbeville LA,,710042,ANN,,,,,,,,,,,,,,,,,,,,BarServProvDefined
USA,Abbeville LA,,710043,ANN,,,,,,,,,,,,,,,,,,,,BarServProvSpecified
USA,Abbeville LA,,710044,ANN,,,,,,,,,,,,,,,,,,,,BarTollFree
USA,Abbeville LA,,710045,ANN,,,,,,,,,,,,,,,,,,,,BarTollFreeCalls
USA,Abbeville LA,,710046,ANN,,,,,,,,,,,,,,,,,,,,BeenCancelled
USA,Abbeville LA,,710047,ANN,,,,,,,,,,,,,,,,,,,,BeingMonitored
USA,Abbeville LA,,710048,ANN,,,,,,,,,,,,,,,,,,,,BeNotifiedWhenAvail
USA,Abbeville LA,,710049,ANN,,,,,,,,,,,,,,,,,,,,BillingErrorCode
USA,Abbeville LA,,710050,ANN,,,,,,,,,,,,,,,,,,,,BlockAllCalls
USA,Abbeville LA,,710051,ANN,,,,,,,,,,,,,,,,,,,,BlockAllForwarded
USA,Abbeville LA,,710052,ANN,,,,,,,,,,,,,,,,,,,,BlockAllInternational
USA,Abbeville LA,,710053,ANN,,,,,,,,,,,,,,,,,,,,BlockDataForwarded
USA,Abbeville LA,,710054,ANN,,,,,,,,,,,,,,,,,,,,BlockNotActive
USA,Abbeville LA,,710055,ANN,,,,,,,,,,,,,,,,,,,,BlockVoiceForwarded
USA,Abbeville LA,,710056,ANN,,,,,,,,,,,,,,,,,,,,BusyCalledParty
USA,Abbeville LA,,710057,ANN,,,,,,,,,,,,,,,,,,,,BusyNumbers
USA,Abbeville LA,,710058,ANN,,,,,,,,,,,,,,,,,,,,CallArrivedOn
USA,Abbeville LA,,710059,ANN,,,,,,,,,,,,,,,,,,,,CallArrivedToday
USA,Abbeville LA,,710060,ANN,,,,,,,,,,,,,,,,,,,,CallArrivedYesterday
USA,Abbeville LA,,710061,ANN,,,,,,,,,,,,,,,,,,,,CallBarringActive
USA,Abbeville LA,,710062,ANN,,,,,,,,,,,,,,,,,,,,CallBlockStillActive
USA,Abbeville LA,,710063,ANN,,,,,,,,,,,,,,,,,,,,CalledDeclineErrorCode
USA,Abbeville LA,,710064,ANN,,,,,,,,,,,,,,,,,,,,CalledPartyonHold
USA,Abbeville LA,,710065,ANN,,,,,,,,,,,,,,,,,,,,CalledUnavailErrorCode
USA,Abbeville LA,,710066,ANN,,,,,,,,,,,,,,,,,,,,CallParked
USA,Abbeville LA,,710067,ANN,,,,,,,,,,,,,,,,,,,,CallsFWDto
USA,Abbeville LA,,710068,ANN,,,,,,,,,,,,,,,,,,,,CallWaitingActive
USA,Abbeville LA,,710069,ANN,,,,,,,,,,,,,,,,,,,,CallWaitingDisable
USA,Abbeville LA,,710070,ANN,,,,,,,,,,,,,,,,,,,,CallWaitingDisableAll
USA,Abbeville LA,,710071,ANN,,,,,,,,,,,,,,,,,,,,CallWaitingNotActive
USA,Abbeville LA,,710072,ANN,,,,,,,,,,,,,,,,,,,,CallWaitingReactive
USA,Abbeville LA,,710073,ANN,,,,,,,,,,,,,,,,,,,,CanMonBusy
USA,Abbeville LA,,710074,ANN,,,,,,,,,,,,,,,,,,,,CannotComplete
USA,Abbeville LA,,710075,ANN,,,,,,,,,,,,,,,,,,,,CannotCompleted
USA,Abbeville LA,,710076,ANN,,,,,,,,,,,,,,,,,,,,CannotMonBusy
USA,Abbeville LA,,710077,ANN,,,,,,,,,,,,,,,,,,,,CannotPark
USA,Abbeville LA,,710078,ANN,,,,,,,,,,,,,,,,,,,,CannotRetrieve
USA,Abbeville LA,,710079,ANN,,,,,,,,,,,,,,,,,,,,CantUpdateSharedData
USA,Abbeville LA,,710080,ANN,,,,,,,,,,,,,,,,,,,,CbyCInvalidCIC
USA,Abbeville LA,,710081,ANN,,,,,,,,,,,,,,,,,,,,CCTCannotBeInvoked
USA,Abbeville LA,,710082,ANN,,,,,,,,,,,,,,,,,,,,CCTIsSuccessfullyInvoked
USA,Abbeville LA,,710083,ANN,,,,,,,,,,,,,,,,,,,,CFallAttd
USA,Abbeville LA,,710084,ANN,,,,,,,,,,,,,,,,,,,,CFAttdError
USA,Abbeville LA,,710085,ANN,,,,,,,,,,,,,,,,,,,,CFB4DataOnly
USA,Abbeville LA,,710086,ANN,,,,,,,,,,,,,,,,,,,,CFBActive
USA,Abbeville LA,,710087,ANN,,,,,,,,,,,,,,,,,,,,CFBActive4Voice
USA,Abbeville LA,,710088,ANN,,,,,,,,,,,,,,,,,,,,CFBNotActive
USA,Abbeville LA,,710089,ANN,,,,,,,,,,,,,,,,,,,,CFDactive
USA,Abbeville LA,,710090,ANN,,,,,,,,,,,,,,,,,,,,CFNA4DataOnly
USA,Abbeville LA,,710091,ANN,,,,,,,,,,,,,,,,,,,,CFNAActive
USA,Abbeville LA,,710092,ANN,,,,,,,,,,,,,,,,,,,,CFNAActive4Voice
USA,Abbeville LA,,710093,ANN,,,,,,,,,,,,,,,,,,,,CFNANotActive
USA,Abbeville LA,,710094,ANN,,,,,,,,,,,,,,,,,,,,CFNATimer
USA,Abbeville LA,,710095,ANN,,,,,,,,,,,,,,,,,,,,CFNATimerIsSet2
USA,Abbeville LA,,710096,ANN,,,,,,,,,,,,,,,,,,,,CFU4DataOnly
USA,Abbeville LA,,710097,ANN,,,,,,,,,,,,,,,,,,,,CFUActive
USA,Abbeville LA,,710098,ANN,,,,,,,,,,,,,,,,,,,,CFUActive4Voice
USA,Abbeville LA,,710099,ANN,,,,,,,,,,,,,,,,,,,,CFunansweredAttd
USA,Abbeville LA,,710100,ANN,,,,,,,,,,,,,,,,,,,,CFUNotActive
USA,Abbeville LA,,710101,ANN,,,,,,,,,,,,,,,,,,,,CFV4DataOnly
USA,Abbeville LA,,710102,ANN,,,,,,,,,,,,,,,,,,,,CFVActive
USA,Abbeville LA,,710103,ANN,,,,,,,,,,,,,,,,,,,,CFVActive4Voice
USA,Abbeville LA,,710104,ANN,,,,,,,,,,,,,,,,,,,,CFVNotActive
USA,Abbeville LA,,710105,ANN,,,,,,,,,,,,,,,,,,,,CLIRforcePrivate
USA,Abbeville LA,,710106,ANN,,,,,,,,,,,,,,,,,,,,CLIRforcePublic
USA,Abbeville LA,,710107,ANN,,,,,,,,,,,,,,,,,,,,CommNotProcessed
USA,Abbeville LA,,710108,ANN,,,,,,,,,,,,,,,,,,,,ConfMaxAction
USA,Abbeville LA,,710109,ANN,,,,,,,,,,,,,,,,,,,,ConfNotRightState
USA,Abbeville LA,,710110,ANN,,,,,,,,,,,,,,,,,,,,ContactAdmin
USA,Abbeville LA,,710111,ANN,,,,,,,,,,,,,,,,,,,,CRBTConfirmed
USA,Abbeville LA,,710112,ANN,,,,,,,,,,,,,,,,,,,,CRBTisInactive
USA,Abbeville LA,,710113,ANN,,,,,,,,,,,,,,,,,,,,CRBTNotConfirmed
USA,Abbeville LA,,710114,ANN,,,,,,,,,,,,,,,,,,,,CUGCallLimitReached
USA,Abbeville LA,,710115,ANN,,,,,,,,,,,,,,,,,,,,CUGRestrictInCall
USA,Abbeville LA,,710116,ANN,,,,,,,,,,,,,,,,,,,,CUGRestrictOutCall
USA,Abbeville LA,,710117,ANN,,,,,,,,,,,,,,,,,,,,CurrentMon
USA,Abbeville LA,,710118,ANN,,,,,,,,,,,,,,,,,,,,Deflect2nonnumDN
USA,Abbeville LA,,710119,ANN,,,,,,,,,,,,,,,,,,,,Deflection2Attendant
USA,Abbeville LA,,710120,ANN,,,,,,,,,,,,,,,,,,,,Deflection2DN
USA,Abbeville LA,,710121,ANN,,,,,,,,,,,,,,,,,,,,Deflection2VMS
USA,Abbeville LA,,710122,ANN,,,,,,,,,,,,,,,,,,,,DestinationInvalid
USA,Abbeville LA,,710123,ANN,,,,,,,,,,,,,,,,,,,,DestNoXfer
USA,Abbeville LA,,710124,ANN,,,,,,,,,,,,,,,,,,,,DestNum4BlindTrans
USA,Abbeville LA,,710125,ANN,,,,,,,,,,,,,,,,,,,,DialActOrDeactCMD
USA,Abbeville LA,,710126,ANN,,,,,,,,,,,,,,,,,,,,DialAnotherVMerror
USA,Abbeville LA,,710127,ANN,,,,,,,,,,,,,,,,,,,,DialAnotherVMnoDN
USA,Abbeville LA,,710128,ANN,,,,,,,,,,,,,,,,,,,,DialExtNow
USA,Abbeville LA,,710129,ANN,,,,,,,,,,,,,,,,,,,,DialRequestAndPIN
USA,Abbeville LA,,710130,ANN,,,,,,,,,,,,,,,,,,,,DialThisNumPress1
USA,Abbeville LA,,710131,ANN,,,,,,,,,,,,,,,,,,,,DialYourNumNow
USA,Abbeville LA,,710132,ANN,,,,,,,,,,,,,,,,,,,,DialYourPinNow
USA,Abbeville LA,,710133,ANN,,,,,,,,,,,,,,,,,,,,DNDactive
USA,Abbeville LA,,710134,ANN,,,,,,,,,,,,,,,,,,,,DNDAnnc
USA,Abbeville LA,,710135,ANN,,,,,,,,,,,,,,,,,,,,DNDisActive
USA,Abbeville LA,,710136,ANN,,,,,,,,,,,,,,,,,,,,DNDNotActive
USA,Abbeville LA,,710137,ANN,,,,,,,,,,,,,,,,,,,,DoNotDisturbDeact
USA,Abbeville LA,,710138,ANN,,,,,,,,,,,,,,,,,,,,DontHaveCallXfer
USA,Abbeville LA,,710139,ANN,,,,,,,,,,,,,,,,,,,,EmergencyNoXfer
USA,Abbeville LA,,710140,ANN,,,,,,,,,,,,,,,,,,,,EnterActDeactDest
USA,Abbeville LA,,710141,ANN,,,,,,,,,,,,,,,,,,,,EnterTimeT24
USA,Abbeville LA,,710142,ANN,,,,,,,,,,,,,,,,,,,,EnterValidICBProgram
USA,Abbeville LA,,710143,ANN,,,,,,,,,,,,,,,,,,,,EXTBridgeFail
USA,Abbeville LA,,710144,ANN,,,,,,,,,,,,,,,,,,,,Flash2Return
USA,Abbeville LA,,710145,ANN,,,,,,,,,,,,,,,,,,,,FlashOrHangup
USA,Abbeville LA,,710146,ANN,,,,,,,,,,,,,,,,,,,,ForAllCalls
USA,Abbeville LA,,710147,ANN,,,,,,,,,,,,,,,,,,,,ForUnanswerCalls
USA,Abbeville LA,,710148,ANN,,,,,,,,,,,,,,,,,,,,Forward2Attendant
USA,Abbeville LA,,710149,ANN,,,,,,,,,,,,,,,,,,,,Forward2MsgSystem
USA,Abbeville LA,,710150,ANN,,,,,,,,,,,,,,,,,,,,ForwardDFActive
USA,Abbeville LA,,710151,ANN,,,,,,,,,,,,,,,,,,,,ForwardDFNotActive
USA,Abbeville LA,,710152,ANN,,,,,,,,,,,,,,,,,,,,ForwardedBusyHold
USA,Abbeville LA,,710153,ANN,,,,,,,,,,,,,,,,,,,,ForwardedHold
USA,Abbeville LA,,710154,ANN,,,,,,,,,,,,,,,,,,,,ForwardedNAhold
USA,Abbeville LA,,710155,ANN,,,,,,,,,,,,,,,,,,,,ForwardedNotBlocked
USA,Abbeville LA,,710156,ANN,,,,,,,,,,,,,,,,,,,,ForwardedUURHold
USA,Abbeville LA,,710157,ANN,,,,,,,,,,,,,,,,,,,,FWDDeact
USA,Abbeville LA,,710158,ANN,,,,,,,,,,,,,,,,,,,,FwdPartyProblem
USA,Abbeville LA,,710159,ANN,,,,,,,,,,,,,,,,,,,,GenDeactivation
USA,Abbeville LA,,710160,ANN,,,,,,,,,,,,,,,,,,,,GeneralErrorCode
USA,Abbeville LA,,710161,ANN,,,,,,,,,,,,,,,,,,,,HangUp
USA,Abbeville LA,,710162,ANN,,,,,,,,,,,,,,,,,,,,HardHold
USA,Abbeville LA,,710163,ANN,,,,,,,,,,,,,,,,,,,,HearMRBTone
USA,Abbeville LA,,710164,ANN,,,,,,,,,,,,,,,,,,,,ICBIsNotActive
USA,Abbeville LA,,710165,ANN,,,,,,,,,,,,,,,,,,,,ICBProgramNotDefined
USA,Abbeville LA,,710166,ANN,,,,,,,,,,,,,,,,,,,,ICBProgramNumber
USA,Abbeville LA,,710167,ANN,,,,,,,,,,,,,,,,,,,,IncompleteErrorCode
USA,Abbeville LA,,710168,ANN,,,,,,,,,,,,,,,,,,,,IncompleteNumber
USA,Abbeville LA,,710169,ANN,,,,,,,,,,,,,,,,,,,,IncptChanged
USA,Abbeville LA,,710170,ANN,,,,,,,,,,,,,,,,,,,,IncptDisconnect
USA,Abbeville LA,,710171,ANN,,,,,,,,,,,,,,,,,,,,IncptMain
USA,Abbeville LA,,710172,ANN,,,,,,,,,,,,,,,,,,,,IncptNewNumber
USA,Abbeville LA,,710173,ANN,,,,,,,,,,,,,,,,,,,,IncptUnknown
USA,Abbeville LA,,710174,ANN,,,,,,,,,,,,,,,,,,,,InformWhenAvailPress1
USA,Abbeville LA,,710175,ANN,,,,,,,,,,,,,,,,,,,,InvalidChoice
USA,Abbeville LA,,710176,ANN,,,,,,,,,,,,,,,,,,,,InvalidCMD
USA,Abbeville LA,,710177,ANN,,,,,,,,,,,,,,,,,,,,InvalidCMDdialCMD
USA,Abbeville LA,,710178,ANN,,,,,,,,,,,,,,,,,,,,InvalidDigitsTryAgain
USA,Abbeville LA,,710179,ANN,,,,,,,,,,,,,,,,,,,,InvalidExtDialNow
USA,Abbeville LA,,710180,ANN,,,,,,,,,,,,,,,,,,,,InvalidExtHangUp
USA,Abbeville LA,,710181,ANN,,,,,,,,,,,,,,,,,,,,InvalidForwardedNum
USA,Abbeville LA,,710182,ANN,,,,,,,,,,,,,,,,,,,,InvalidInput4Service
USA,Abbeville LA,,710183,ANN,,,,,,,,,,,,,,,,,,,,InvalidNum
USA,Abbeville LA,,710184,ANN,,,,,,,,,,,,,,,,,,,,InvalidNumHangUp
USA,Abbeville LA,,710185,ANN,,,,,,,,,,,,,,,,,,,,InvalidPinDialYourPin
USA,Abbeville LA,,710186,ANN,,,,,,,,,,,,,,,,,,,,InvalidPINdigits
USA,Abbeville LA,,710187,ANN,,,,,,,,,,,,,,,,,,,,InvalidPinHangUp
USA,Abbeville LA,,710188,ANN,,,,,,,,,,,,,,,,,,,,InvalidTimeFormat
USA,Abbeville LA,,710189,ANN,,,,,,,,,,,,,,,,,,,,InvalidTimer
USA,Abbeville LA,,710190,ANN,,,,,,,,,,,,,,,,,,,,IsActive
USA,Abbeville LA,,710191,ANN,,,,,,,,,,,,,,,,,,,,IsBusyPlsPress
USA,Abbeville LA,,710192,ANN,,,,,,,,,,,,,,,,,,,,LastCalledNumNotAvail
USA,Abbeville LA,,710193,ANN,,,,,,,,,,,,,,,,,,,,LastCallInfoDeleted
USA,Abbeville LA,,710194,ANN,,,,,,,,,,,,,,,,,,,,LastDialedNumCleared
USA,Abbeville LA,,710195,ANN,,,,,,,,,,,,,,,,,,,,LastIncomingCall
USA,Abbeville LA,,710196,ANN,,,,,,,,,,,,,,,,,,,,LastIncomingNumIs
USA,Abbeville LA,,710197,ANN,,,,,,,,,,,,,,,,,,,,LastUnansIncCall
USA,Abbeville LA,,710198,ANN,,,,,,,,,,,,,,,,,,,,LinePlacedOOS
USA,Abbeville LA,,710199,ANN,,,,,,,,,,,,,,,,,,,,MaxNumReminder
USA,Abbeville LA,,710200,ANN,,,,,,,,,,,,,,,,,,,,MLPPBlockPrecedence
USA,Abbeville LA,,710201,ANN,,,,,,,,,,,,,,,,,,,,MLPPBusyNotEquip
USA,Abbeville LA,,710202,ANN,,,,,,,,,,,,,,,,,,,,MLPPUnauthLevel
USA,Abbeville LA,,710203,ANN,,,,,,,,,,,,,,,,,,,,MoHActive
USA,Abbeville LA,,710204,ANN,,,,,,,,,,,,,,,,,,,,MOHIsActive
USA,Abbeville LA,,710205,ANN,,,,,,,,,,,,,,,,,,,,MOHIsInactive
USA,Abbeville LA,,710206,ANN,,,,,,,,,,,,,,,,,,,,MoHNotActive
USA,Abbeville LA,,710207,ANN,,,,,,,,,,,,,,,,,,,,MRBIsActive
USA,Abbeville LA,,710208,ANN,,,,,,,,,,,,,,,,,,,,MRBIsInactive
USA,Abbeville LA,,710209,ANN,,,,,,,,,,,,,,,,,,,,MultSeqRingHold
USA,Abbeville LA,,710210,ANN,,,,,,,,,,,,,,,,,,,,MustEnterValidNum
USA,Abbeville LA,,710211,ANN,,,,,,,,,,,,,,,,,,,,NeedTwoPINs
USA,Abbeville LA,,710212,ANN,,,,,,,,,,,,,,,,,,,,NetCallWhenAvail
USA,Abbeville LA,,710213,ANN,,,,,,,,,,,,,,,,,,,,NewPINend
USA,Abbeville LA,,710214,ANN,,,,,,,,,,,,,,,,,,,,NewPINstart
USA,Abbeville LA,,710215,ANN,,,,,,,,,,,,,,,,,,,,No2AnsweredCalls
USA,Abbeville LA,,710216,ANN,,,,,,,,,,,,,,,,,,,,NoBargeIn
USA,Abbeville LA,,710217,ANN,,,,,,,,,,,,,,,,,,,,NoCallBarring
USA,Abbeville LA,,710218,ANN,,,,,,,,,,,,,,,,,,,,NoConfResource
USA,Abbeville LA,,710219,ANN,,,,,,,,,,,,,,,,,,,,NoDialCodeXferCPE
USA,Abbeville LA,,710220,ANN,,,,,,,,,,,,,,,,,,,,NoEntryInList
USA,Abbeville LA,,710221,ANN,,,,,,,,,,,,,,,,,,,,NoLastIncomingNum
USA,Abbeville LA,,710222,ANN,,,,,,,,,,,,,,,,,,,,NoMoreReqHangUp
USA,Abbeville LA,,710223,ANN,,,,,,,,,,,,,,,,,,,,NonPaying
USA,Abbeville LA,,710224,ANN,,,,,,,,,,,,,,,,,,,,NoParkableCall
USA,Abbeville LA,,710225,ANN,,,,,,,,,,,,,,,,,,,,NoParkedCall
USA,Abbeville LA,,710226,ANN,,,,,,,,,,,,,,,,,,,,NoPCFPAccessCode
USA,Abbeville LA,,710227,ANN,,,,,,,,,,,,,,,,,,,,NoPendingReminder
USA,Abbeville LA,,710228,ANN,,,,,,,,,,,,,,,,,,,,NoPerCallforce
USA,Abbeville LA,,710229,ANN,,,,,,,,,,,,,,,,,,,,NoPickupCall
USA,Abbeville LA,,710230,ANN,,,,,,,,,,,,,,,,,,,,NoPinDefined
USA,Abbeville LA,,710231,ANN,,,,,,,,,,,,,,,,,,,,NoPinEntered
USA,Abbeville LA,,710232,ANN,,,,,,,,,,,,,,,,,,,,NoRemindActive
USA,Abbeville LA,,710233,ANN,,,,,,,,,,,,,,,,,,,,NotAccepting
USA,Abbeville LA,,710234,ANN,,,,,,,,,,,,,,,,,,,,NotAcceptNoMon
USA,Abbeville LA,,710235,ANN,,,,,,,,,,,,,,,,,,,,NotAcceptYourCall
USA,Abbeville LA,,710236,ANN,,,,,,,,,,,,,,,,,,,,NotAllowedConf
USA,Abbeville LA,,710237,ANN,,,,,,,,,,,,,,,,,,,,NotAllowedNum
USA,Abbeville LA,,710238,ANN,,,,,,,,,,,,,,,,,,,,NotARemoteCMD
USA,Abbeville LA,,710239,ANN,,,,,,,,,,,,,,,,,,,,NotBeingMon
USA,Abbeville LA,,710240,ANN,,,,,,,,,,,,,,,,,,,,NotExistNumber
USA,Abbeville LA,,710241,ANN,,,,,,,,,,,,,,,,,,,,NotHearMRBTone
USA,Abbeville LA,,710242,ANN,,,,,,,,,,,,,,,,,,,,NotMonBusyNum
USA,Abbeville LA,,710243,ANN,,,,,,,,,,,,,,,,,,,,NotPermittedService
USA,Abbeville LA,,710244,ANN,,,,,,,,,,,,,,,,,,,,NoVoiceMailNum
USA,Abbeville LA,,710245,ANN,,,,,,,,,,,,,,,,,,,,Now
USA,Abbeville LA,,710246,ANN,,,,,,,,,,,,,,,,,,,,NwayAddorDrop
USA,Abbeville LA,,710247,ANN,,,,,,,,,,,,,,,,,,,,NwayAddPtyNum
USA,Abbeville LA,,710248,ANN,,,,,,,,,,,,,,,,,,,,OCBBlocksCFcall
USA,Abbeville LA,,710249,ANN,,,,,,,,,,,,,,,,,,,,OCBIsNotActive
USA,Abbeville LA,,710250,ANN,,,,,,,,,,,,,,,,,,,,OCBlockscall
USA,Abbeville LA,,710251,ANN,,,,,,,,,,,,,,,,,,,,OCBProgramNumber
USA,Abbeville LA,,710252,ANN,,,,,,,,,,,,,,,,,,,,ParkedCallExists
USA,Abbeville LA,,710253,ANN,,,,,,,,,,,,,,,,,,,,ParkNotAllowed
USA,Abbeville LA,,710254,ANN,,,,,,,,,,,,,,,,,,,,PartyNotAvail
USA,Abbeville LA,,710255,ANN,,,,,,,,,,,,,,,,,,,,PendingReminder
USA,Abbeville LA,,710256,ANN,,,,,,,,,,,,,,,,,,,,PickupNotAllowed
USA,Abbeville LA,,710257,ANN,,,,,,,,,,,,,,,,,,,,PinChangedNewPin
USA,Abbeville LA,,710258,ANN,,,,,,,,,,,,,,,,,,,,PinNotDefined
USA,Abbeville LA,,710259,ANN,,,,,,,,,,,,,,,,,,,,PINRequired
USA,Abbeville LA,,710260,ANN,,,,,,,,,,,,,,,,,,,,PINTwice
USA,Abbeville LA,,710261,ANN,,,,,,,,,,,,,,,,,,,,PleaseDialAgain
USA,Abbeville LA,,710262,ANN,,,,,,,,,,,,,,,,,,,,PleaseHold
USA,Abbeville LA,,710263,ANN,,,,,,,,,,,,,,,,,,,,poundkey
USA,Abbeville LA,,710264,ANN,,,,,,,,,,,,,,,,,,,,poundkey2
USA,Abbeville LA,,710265,ANN,,,,,,,,,,,,,,,,,,,,PreselectionInvalidCIC
USA,Abbeville LA,,710266,ANN,,,,,,,,,,,,,,,,,,,,PrivateCallDialNum
USA,Abbeville LA,,710267,ANN,,,,,,,,,,,,,,,,,,,,PrivateCallOn
USA,Abbeville LA,,710268,ANN,,,,,,,,,,,,,,,,,,,,PrivateCallTodayAt
USA,Abbeville LA,,710269,ANN,,,,,,,,,,,,,,,,,,,,PrivateCallYesterdayAt
USA,Abbeville LA,,710270,ANN,,,,,,,,,,,,,,,,,,,,RbwFDeact
USA,Abbeville LA,,710271,ANN,,,,,,,,,,,,,,,,,,,,RDigFailure
USA,Abbeville LA,,710272,ANN,,,,,,,,,,,,,,,,,,,,RecurrentReminderTime
USA,Abbeville LA,,710273,ANN,,,,,,,,,,,,,,,,,,,,RejectToAttd
USA,Abbeville LA,,710274,ANN,,,,,,,,,,,,,,,,,,,,RemindBadTime
USA,Abbeville LA,,710275,ANN,,,,,,,,,,,,,,,,,,,,ReminderCall
USA,Abbeville LA,,710276,ANN,,,,,,,,,,,,,,,,,,,,ReminderCallCancelled
USA,Abbeville LA,,710277,ANN,,,,,,,,,,,,,,,,,,,,ReminderCallPending
USA,Abbeville LA,,710278,ANN,,,,,,,,,,,,,,,,,,,,ReminderCallsActive
USA,Abbeville LA,,710279,ANN,,,,,,,,,,,,,,,,,,,,ReminderTime
USA,Abbeville LA,,710280,ANN,,,,,,,,,,,,,,,,,,,,RemindExists
USA,Abbeville LA,,710281,ANN,,,,,,,,,,,,,,,,,,,,RemoteAccessIP
USA,Abbeville LA,,710282,ANN,,,,,,,,,,,,,,,,,,,,ReqMonBusyCan
USA,Abbeville LA,,710283,ANN,,,,,,,,,,,,,,,,,,,,Request2Mon
USA,Abbeville LA,,710284,ANN,,,,,,,,,,,,,,,,,,,,RequestNotProcessed
USA,Abbeville LA,,710285,ANN,,,,,,,,,,,,,,,,,,,,SamePINerror
USA,Abbeville LA,,710286,ANN,,,,,,,,,,,,,,,,,,,,SCA2Attendant
USA,Abbeville LA,,710287,ANN,,,,,,,,,,,,,,,,,,,,SCA2VoiceMail
USA,Abbeville LA,,710288,ANN,,,,,,,,,,,,,,,,,,,,SCAactive
USA,Abbeville LA,,710289,ANN,,,,,,,,,,,,,,,,,,,,SCAActive2DenialAnn
USA,Abbeville LA,,710290,ANN,,,,,,,,,,,,,,,,,,,,SCAActive2Num
USA,Abbeville LA,,710291,ANN,,,,,,,,,,,,,,,,,,,,SCADeact
USA,Abbeville LA,,710292,ANN,,,,,,,,,,,,,,,,,,,,SCANotActive
USA,Abbeville LA,,710293,ANN,,,,,,,,,,,,,,,,,,,,SCEntryErase
USA,Abbeville LA,,710294,ANN,,,,,,,,,,,,,,,,,,,,SCEntryError
USA,Abbeville LA,,710295,ANN,,,,,,,,,,,,,,,,,,,,SCEntryUpdate
USA,Abbeville LA,,710296,ANN,,,,,,,,,,,,,,,,,,,,SCFActive
